,PLOTNO,MONTH,YEAR,SPPNO,RAINTRT,DISPERSION,BLOCK,SUBBLOCK,DISPERSION.FOURLEVELS,FLUX.umolCO2.m2.s,FLUX.mgCO2C.m2.h,Exp.R2,Moisture.Calc,Moisture.Calc2,VWC.perc,VWC.perc2,Temp.C,PROPTOTPLOT,DryWt.g.m2,lnRootBiomass,MB.mg.gdw
2394,90,5,2022,3,50,UNDER,EAST,C,FAB,3.71,160.272,0.9817,17.57904,309.0226473,NA,NA,NA,0.671,208.3055892,5.33900618,3.874996944
2395,92,5,2022,2,50,OVER,EAST,C,OVER,4.18,180.576,0.9846,17.08128,291.7701264,NA,NA,NA,0.35,2183.409651,7.688642994,5.451390578
2396,93,5,2022,1,50,UNDER,EAST,C,AST,7.11,307.152,0.9834,17.51072,306.6253149,NA,NA,NA,0.45,213.0420498,5.361489563,3.731646381
2397,94,5,2022,2,50,OVER,EAST,C,OVER,8.69,375.408,0.9663,17.53512,307.4804334,NA,NA,NA,0.675,167.0589117,5.118346515,4.02643692
2398,95,5,2022,1,50,UNDER,EAST,C,AST,3.45,149.04,0.9831,16.7592,280.8707846,NA,NA,NA,0.15,558.5076433,6.325268304,5.777672883
2399,96,5,2022,2,50,UNDER,EAST,C,FAB,4.12,177.984,0.9931,16.9056,285.7993114,NA,NA,NA,0.39,443.4511217,6.094587585,4.140623376
2400,97,5,2022,6,50,UNDER,EAST,C,FAB,7.07,305.424,0.9881,17.8572,318.8795918,NA,NA,NA,0.645,1028.50268,6.935859315,4.51021426
2401,98,5,2022,1,50,UNDER,EAST,C,POA,3.6,155.52,0.9805,17.15448,294.2761841,NA,NA,NA,0.1,870.3246315,6.768866282,4.99687531
2402,99,5,2022,2,50,OVER,EAST,C,OVER,4.85,209.52,0.9601,17.418,303.386724,NA,NA,NA,0.1,344.8735359,5.843177787,5.054497775
2403,100,5,2022,1,50,UNDER,EAST,C,FAB,4.11,177.552,0.971,17.31064,299.6582572,NA,NA,NA,0.7,253.4993173,5.53536113,3.977271565
2404,101,5,2022,6,150,OVER,EAST,C,OVER,1.97,85.104,0.9898,16.3688,267.9376134,NA,NA,NA,0.305,240.3753744,5.482201761,4.753258419
2405,102,5,2022,6,150,OVER,EAST,C,OVER,5.06,218.592,0.9587,16.24192,263.7999653,NA,NA,NA,0.451,353.1623419,5.866927843,4.588596971
2406,103,5,2022,1,150,UNDER,EAST,C,FAB,1.28,55.296,0.9653,17.3692,301.6891086,NA,NA,NA,0.65,311.7183119,5.742099934,3.621510265
2407,104,5,2022,2,150,UNDER,EAST,C,POA,3.23,139.536,0.9825,17.40824,303.0468199,NA,NA,NA,0.24,83.97349902,4.430501261,3.681873085
2408,105,5,2022,3,150,OVER,EAST,C,OVER,4.93,212.976,0.9428,19.33096,373.6860145,NA,NA,NA,0.48,739.874613,6.60648073,3.79652152
2409,106,5,2022,2,150,UNDER,EAST,C,POA,2.64894,114.434208,0.999321,18.45256,340.4969706,NA,NA,NA,0.4,984.3943904,6.89202662,NA
2410,107,5,2022,5,150,UNDER,EAST,C,POA,4.6,198.72,0.9873,17.8572,318.8795918,NA,NA,NA,0.43,673.3668124,6.512290222,4.51320784
2411,108,5,2022,2,150,UNDER,EAST,C,AST,7.09,306.288,0.9578,18.1988,331.1963214,NA,NA,NA,0.89,560.283816,6.32844347,3.048678252
2412,109,5,2022,3,150,OVER,EAST,C,OVER,3.94,170.208,0.9723,19.59936,384.1349124,NA,NA,NA,0.17,122.75327,4.810176406,4.22415191
2413,110,5,2022,3,150,UNDER,EAST,C,FAB,4.92,212.544,0.9838,19.92632,397.0582287,NA,NA,NA,0.2575,138.0480906,4.927602107,3.430711328
2414,112,5,2022,2,150,OVER,EAST,C,OVER,3.93,169.776,0.9558,20.45336,418.3399353,NA,NA,NA,0.24,275.7014762,5.619318672,4.05909022
2415,113,5,2022,1,150,UNDER,EAST,C,AST,3.59,155.088,0.9843,19.65304,386.2419812,NA,NA,NA,0.125,71.93499505,4.275762865,4.342236242
2416,114,5,2022,2,150,OVER,EAST,C,OVER,5.45,235.44,0.9639,21.21464,450.0609503,NA,NA,NA,0.93,515.2874405,6.244724882,3.246849502
2417,115,5,2022,1,150,UNDER,EAST,C,AST,2.84,122.688,0.9578,20.27768,411.1843062,NA,NA,NA,0.13,204.3585387,5.319875994,4.673618157
2418,116,5,2022,2,150,UNDER,EAST,C,FAB,3.45,149.04,0.9979,20.50704,420.5386896,NA,NA,NA,0.23,386.1202135,5.956148755,4.018268196
2419,117,5,2022,6,150,UNDER,EAST,C,FAB,4.65,200.88,0.9855,20.8828,436.0913358,NA,NA,NA,0.49,805.8890323,6.691946056,3.874809337
2420,118,5,2022,1,150,UNDER,EAST,C,POA,2.68,115.776,0.9917,20.38992,415.7488376,NA,NA,NA,0.07,146.5342492,4.987259184,3.877632301
2421,119,5,2022,2,150,OVER,EAST,C,OVER,2.63,113.616,0.9906,20.3704,414.9531962,NA,NA,NA,0.11,258.0384253,5.553108509,3.734283191
2422,120,5,2022,1,150,UNDER,EAST,C,FAB,9.24,399.168,0.9808,19.60912,384.5175872,NA,NA,NA,0.25,457.0684459,6.124833152,3.686959471
2423,121,5,2022,6,150,UNDER,WEST,D,AST,4.77,206.064,0.9996,11.9036,141.695693,NA,NA,NA,0.283,313.6918371,5.748411094,4.147404564
2424,122,5,2022,1,150,UNDER,WEST,D,FAB,2.54,109.728,0.9991,11.14232,124.151295,NA,NA,NA,0.1,147.4223355,4.993301498,4.154601414
2425,123,5,2022,1,150,UNDER,WEST,D,FAB,2.15,92.88,0.9982,11.02032,121.4474529,NA,NA,NA,0.125,676.228424,6.516530924,3.259013064
2426,124,5,2022,2,150,UNDER,WEST,D,FAB,6.26,270.432,0.9998,11.0496,122.0936602,NA,NA,NA,0.15,202.582366,5.31114655,3.06549465
2427,125,5,2022,2,150,OVER,WEST,D,OVER,2.42,104.544,0.9993,11.12768,123.8252622,NA,NA,NA,0.26,122.8519463,4.810979942,3.025225096
2428,126,5,2022,1,150,UNDER,WEST,D,AST,3.62,156.384,0.9995,11.27896,127.2149387,NA,NA,NA,0.125,1029.785471,6.937105779,3.601459453
2429,127,5,2022,6,150,OVER,WEST,D,OVER,7.2,311.04,0.9993,11.76208,138.3465259,NA,NA,NA,0.84,31.87243265,3.461741456,2.939869081
2430,128,5,2022,5,150,OVER,WEST,D,OVER,3.68,158.976,0.9994,11.61568,134.9240219,NA,NA,NA,0.491,787.8312764,6.669283951,3.261129127
2431,129,5,2022,3,150,UNDER,WEST,D,FAB,3.61,155.952,0.9996,11.27896,127.2149387,NA,NA,NA,0.41,93.15039139,4.534215299,3.865079822
2432,130,5,2022,1,150,UNDER,WEST,D,AST,1.84,79.488,0.9993,11.03984,121.8780672,NA,NA,NA,0.07,371.2200979,5.916795142,3.472249803
2433,131,5,2022,3,150,UNDER,WEST,D,AST,2.01,86.832,0.9984,11.25456,126.6651208,NA,NA,NA,0.145,60.48854865,4.102454069,2.687496191
2434,132,5,2022,2,150,OVER,WEST,D,OVER,6.89,297.648,0.977,11.6352,135.377879,NA,NA,NA,0.07,619.0948682,6.428258521,3.731595181
2435,133,5,2022,2,150,OVER,WEST,D,OVER,4.15,179.28,0.999,12.01584,144.3804109,NA,NA,NA,0.175,273.6292747,5.611774178,4.600905113
2436,134,5,2022,2,150,OVER,WEST,D,OVER,2.32,100.224,0.9994,11.88896,141.3473699,NA,NA,NA,0.34,741.1574044,6.608213024,4.715393195
2437,135,5,2022,2,150,UNDER,WEST,D,AST,1.29,55.728,0.9982,11.67912,136.401844,NA,NA,NA,0.135,93.6437727,4.539497931,4.631679067
2438,136,5,2022,1,150,UNDER,WEST,D,POA,1.94,83.808,0.997,12.25984,150.3036768,NA,NA,NA,0.25,123.1479751,4.813386682,4.354981974
2439,137,5,2022,2,150,UNDER,WEST,D,POA,2.31,99.792,0.9987,12.04024,144.9673793,NA,NA,NA,0.3,304.1202397,5.717423149,3.987342755
2440,138,5,2022,6,150,UNDER,WEST,D,FAB,4.37,188.784,0.9994,12.30864,151.5026186,NA,NA,NA,0.311,189.2610706,5.243127388,3.354681515
2441,139,5,2022,3,150,OVER,WEST,D,OVER,2.31,99.792,0.999,12.67464,160.6464991,NA,NA,NA,0.61,74.99395917,4.317407566,3.263912692
2442,140,5,2022,1,150,UNDER,WEST,D,POA,1.22,52.704,0.9975,12.35256,152.5857386,NA,NA,NA,0.06,440.5895101,6.088113626,3.609802753
2443,141,5,2022,6,50,UNDER,WEST,D,AST,7.94,343.008,0.9999,12.7576,162.7563578,NA,NA,NA,0.73,529.1021172,6.271181451,5.379830436
2444,142,5,2022,1,50,UNDER,WEST,D,FAB,5.2,224.64,0.9998,12.2208,149.3479526,NA,NA,NA,0.2,297.3115776,5.694780672,3.434150664
2445,143,5,2022,1,50,UNDER,WEST,D,FAB,6.75,291.6,0.9998,12.25984,150.3036768,NA,NA,NA,0.25,338.9529602,5.825861337,3.907170889
2446,144,5,2022,2,50,UNDER,WEST,D,FAB,4.91,212.112,0.9996,12.71856,161.7617685,NA,NA,NA,0.25,383.8506595,5.950253569,3.834303193
2447,145,5,2022,2,50,OVER,WEST,D,OVER,7.1,306.72,0.9999,13.87512,192.518955,NA,NA,NA,0.31,94.82788785,4.552063542,4.365348928
2448,146,5,2022,1,50,UNDER,WEST,D,AST,3.74,161.568,0.9995,13.30416,177.0006733,NA,NA,NA,0.1,173.2755162,5.154882907,3.270877235
2449,147,5,2022,6,50,OVER,WEST,D,OVER,6.64,286.848,0.9996,13.11872,172.1008144,NA,NA,NA,0.66,800.7578667,6.685558613,3.521504859
2450,148,5,2022,5,50,OVER,WEST,D,OVER,6.11,263.952,0.9997,12.782,163.379524,NA,NA,NA,0.436,1953.691313,7.577475843,4.523537166
2451,149,5,2022,3,50,UNDER,WEST,D,FAB,3.13,135.216,0.9993,14.06056,197.6993475,NA,NA,NA,0.091,620.6736884,6.430805482,3.372806133
2452,150,5,2022,1,50,UNDER,WEST,D,AST,7.41,320.112,0.9997,14.002,196.056004,NA,NA,NA,0.2,838.0574938,6.731086706,4.747200511
2453,151,5,2022,3,50,UNDER,WEST,D,AST,6.29,271.728,0.9997,14.47048,209.3947914,NA,NA,NA,0.46,572.32232,6.349702329,3.255561562
2454,152,5,2022,2,50,OVER,WEST,D,OVER,6.21,268.272,0.9998,15.6124,243.7470338,NA,NA,NA,0.7,484.1057417,6.182303357,4.420794164
2455,153,5,2022,2,50,OVER,WEST,D,OVER,4.92,212.544,0.9997,16.0272,256.8711398,NA,NA,NA,0.25,401.1190053,5.994258155,4.368092669
2456,154,5,2022,2,50,OVER,WEST,D,OVER,4.01,173.232,0.9992,16.16384,261.2697235,NA,NA,NA,0.26,209.6870569,5.345616214,3.934944289
2457,155,5,2022,2,50,UNDER,WEST,D,AST,5.12,221.184,0.9996,15.37328,236.337738,NA,NA,NA,0.23,393.0275518,5.973879716,3.572157461
2458,156,5,2022,1,50,UNDER,WEST,D,POA,6.15,265.68,0.9998,15.50504,240.4062654,NA,NA,NA,0.1,432.5967329,6.069805961,4.521113563
2459,157,5,2022,2,50,UNDER,WEST,D,POA,5.15,222.48,0.9997,16.2956,265.5465794,NA,NA,NA,0.4,561.5666074,6.330730391,5.488286684
2460,158,5,2022,6,50,UNDER,WEST,D,FAB,3.94,170.208,0.9997,16.18336,261.9011409,NA,NA,NA,0.705,88.61128334,4.484259201,3.719337105
2461,159,5,2022,3,50,OVER,WEST,D,OVER,5.67,244.944,0.9996,16.06624,258.1240677,NA,NA,NA,0.52,675.6363664,6.515655012,6.501167542
2462,160,5,2022,1,50,UNDER,WEST,D,POA,4.72,203.904,0.9997,15.96864,254.9974634,NA,NA,NA,0.15,369.6412777,5.912533016,5.134307855
2463,161,5,2022,1,50,UNDER,WEST,E,FAB,5.79,250.128,0.9998,16.26632,264.5931663,NA,NA,NA,0.5,113.8724064,4.735078579,3.59004111
2464,162,5,2022,1,50,UNDER,WEST,E,FAB,9.59,414.288,0.9998,15.84176,250.9613599,NA,NA,NA,NA,85.0589379,4.443344403,4.098580282
2465,163,5,2022,3,50,OVER,WEST,E,OVER,7.93,342.576,0.9997,15.68072,245.8849797,NA,NA,NA,0.22,155.9084941,5.049269259,4.554763361
2466,164,5,2022,5,50,OVER,WEST,E,OVER,8.29,358.128,0.9997,16.2468,263.9585102,NA,NA,NA,0.701,161.0396597,5.081650668,4.547403339
2467,165,5,2022,3,50,UNDER,WEST,E,AST,5.54,239.328,0.9995,17.64248,311.2571006,NA,NA,NA,0.41,1550.796135,7.346523714,4.602495741
2468,166,5,2022,3,50,UNDER,WEST,E,POA,6.3,272.16,0.9995,16.86656,284.4808462,NA,NA,NA,0.4,351.8795505,5.863288931,4.718023706
2469,167,5,2022,1,50,UNDER,WEST,E,AST,8.47,365.904,0.9999,16.3932,268.7370062,NA,NA,NA,0.03,74.10587281,4.305494784,3.917398297
2470,168,5,2022,1,50,UNDER,WEST,E,AST,6.78,292.896,0.9998,16.32976,266.6610617,NA,NA,NA,0.6,767.0105851,6.642500602,3.862481508
2471,169,5,2022,2,50,OVER,WEST,E,OVER,5.45,235.44,0.9997,17.41312,303.2167481,NA,NA,NA,0.19,198.3392868,5.289979134,4.180157175
2472,170,5,2022,6,50,UNDER,WEST,E,AST,4.47,193.104,0.9993,17.11544,292.9382864,NA,NA,NA,0.461,534.8253404,6.281940227,NA
2473,171,5,2022,3,50,OVER,WEST,E,OVER,6.7,289.44,0.9999,17.40336,302.8769393,NA,NA,NA,0.43,289.7135054,5.668892522,5.435694316
2474,172,5,2022,2,50,OVER,WEST,E,OVER,3.21,138.672,0.9994,16.94952,287.2862282,NA,NA,NA,0.16,133.6076588,4.894907586,4.390450626
2475,173,5,2022,2,50,UNDER,WEST,E,AST,7.07,305.424,0.9998,17.4668,305.0891022,NA,NA,NA,0.535,383.3572781,5.948967395,4.143251674
2476,175,5,2022,1,50,UNDER,WEST,E,FAB,4.66,201.312,0.9998,16.83728,283.4939978,NA,NA,NA,0.25,441.5762728,6.090350763,4.819544122
2477,176,5,2022,2,50,UNDER,WEST,E,FAB,5.03,217.296,0.9996,17.37896,302.0282507,NA,NA,NA,0.62,151.5667385,5.021026046,4.188130366
2478,177,5,2022,1,50,UNDER,WEST,E,POA,5.26,227.232,0.9997,17.72056,314.0182467,NA,NA,NA,0.03,247.0853602,5.509733865,5.014600244
2479,178,5,2022,5,50,UNDER,WEST,E,POA,8.84,381.888,0.9998,18.01824,324.6569727,NA,NA,NA,0.44,488.743526,6.191837865,5.444003944
2480,179,5,2022,2,50,UNDER,WEST,E,POA,4.83,208.656,0.9998,18.17928,330.4862213,NA,NA,NA,0.49,333.1310607,5.808535988,5.105560449
2481,180,5,2022,6,50,OVER,WEST,E,OVER,4.91,212.112,0.9997,18.60872,346.28446,NA,NA,NA,0.74,1277.857594,7.1529402,6.030134083
2482,181,5,2022,1,150,UNDER,WEST,E,FAB,6.21,268.272,0.9997,18.23296,332.4408304,NA,NA,NA,0.3,139.7255871,4.939680407,4.330688243
2483,182,5,2022,1,150,UNDER,WEST,E,FAB,4.66,201.312,0.9984,17.75472,315.2300823,NA,NA,NA,0.125,279.747203,5.633886349,3.455473481
2484,183,5,2022,3,150,OVER,WEST,E,OVER,6.91,298.512,0.9989,17.42288,303.5567475,NA,NA,NA,0.255,312.1130169,5.743365356,4.988704764
2485,184,5,2022,5,150,OVER,WEST,E,OVER,6.12,264.384,0.9997,16.99344,288.777003,NA,NA,NA,0.496,411.6773654,6.020239949,5.053921108
2486,185,5,2022,3,150,UNDER,WEST,E,AST,2.77,119.664,0.9992,17.23744,297.1293378,NA,NA,NA,0.77,446.7074384,6.10190388,3.607543181
2487,186,5,2022,3,150,UNDER,WEST,E,POA,1.25,54,0.9494,16.37856,268.2572277,NA,NA,NA,0.47,1555.13789,7.349319496,4.631107646
2488,187,5,2022,1,150,UNDER,WEST,E,AST,2.74,118.368,0.9996,16.03696,257.184086,NA,NA,NA,0.001,256.4596051,5.546971167,2.789189693
2489,188,5,2022,1,150,UNDER,WEST,E,AST,4.57,197.424,0.9997,16.79824,282.1808671,NA,NA,NA,0.7,392.4354943,5.972372178,3.58716853
2490,189,5,2022,2,150,OVER,WEST,E,OVER,7.59,327.888,0.9942,16.74944,280.5437403,NA,NA,NA,0.165,673.8601937,6.513022662,4.563037585
2491,190,5,2022,6,150,UNDER,WEST,E,AST,4.78,206.496,0.9998,17.11544,292.9382864,NA,NA,NA,0.545,1625.09936,7.393324238,4.451031865
2492,191,5,2022,3,150,OVER,WEST,E,OVER,5.49,237.168,0.9998,17.14472,293.9414239,NA,NA,NA,0.6025,632.2188111,6.449235554,4.152538987
2493,192,5,2022,2,150,OVER,WEST,E,OVER,3.13,135.216,0.9996,17.0276,289.9391618,NA,NA,NA,0.16,186.7941641,5.230007284,4.377098045
2494,193,5,2022,2,150,UNDER,WEST,E,AST,2.99,129.168,0.9995,18.1256,328.5373754,NA,NA,NA,0.48,76.77013189,4.340815657,4.735936748
2495,196,5,2022,2,150,UNDER,WEST,E,FAB,2.91,125.712,0.9984,17.55464,308.1653855,NA,NA,NA,0.54,309.9421392,5.736385632,3.306866629
2496,197,5,2022,1,150,UNDER,WEST,E,POA,3.41,147.312,0.9998,18.27688,334.0443425,NA,NA,NA,0.03,384.2453645,5.951281319,NA
2497,198,5,2022,5,150,UNDER,WEST,E,POA,3.71,160.272,0.9997,18.37448,337.6215153,NA,NA,NA,0.53,993.5712828,6.901305809,5.171121681
2498,199,5,2022,2,150,UNDER,WEST,E,POA,2.57,111.024,0.9993,18.4916,341.9392706,NA,NA,NA,0.38,142.1924936,4.957181728,2.945845366
2499,200,5,2022,6,150,OVER,WEST,E,OVER,4.22,182.304,0.9998,19.01376,361.5230693,NA,NA,NA,0.76,386.6135948,5.957425731,3.988971285
2500,201,5,2022,1,150,UNDER,WEST,F,AST,3.93,169.776,0.9937,21.444,459.845136,NA,NA,NA,0.6,271.2610444,5.603081621,3.696518467
2501,202,5,2022,6,150,OVER,WEST,F,OVER,9.41,406.512,0.978,21.20488,449.6469358,NA,NA,NA,0.401,298.199664,5.697763276,4.370768237
2502,203,5,2022,1,150,UNDER,WEST,F,POA,9.24,399.168,0.9395,21.13656,446.7541686,NA,NA,NA,0.25,326.81578,5.789396648,3.547376846
2503,204,5,2022,2,150,UNDER,WEST,F,FAB,3.46,149.472,0.9747,21.322,454.627684,NA,NA,NA,0.1,60.29119612,4.099186092,4.130597277
2504,205,5,2022,2,150,OVER,WEST,F,OVER,9.37,404.784,0.9685,21.89784,479.5153967,NA,NA,NA,0.66,182.1563798,5.204865548,4.568244806
2505,206,5,2022,1,150,UNDER,WEST,F,POA,5.05969,218.578608,0.999791,21.41472,458.5902327,NA,NA,NA,0.4,382.3705155,5.946390074,3.58133319
2506,207,5,2022,2,150,UNDER,WEST,F,POA,6.93,299.376,0.988,21.33176,455.0439847,NA,NA,NA,0.525,599.6556446,6.396355565,3.425236505
2507,208,5,2022,1,150,UNDER,WEST,F,AST,4.52,195.264,0.9745,21.85392,477.5938194,NA,NA,NA,0.2,194.4909125,5.27038544,4.545473053
2508,209,5,2022,5,150,UNDER,WEST,F,POA,5.86,253.152,0.976,21.58064,465.7240228,NA,NA,NA,0.34,827.992515,6.719004114,5.125311751
2509,210,5,2022,1,150,UNDER,WEST,F,FAB,4.89,211.248,0.9856,21.49768,462.1502454,NA,NA,NA,0.06,161.9277461,5.087150224,3.614815687
2510,211,5,2022,2,150,UNDER,WEST,F,AST,6.2,267.84,0.991,22.00032,484.0140801,NA,NA,NA,0.8,634.9817464,6.453596253,3.257409897
2511,212,5,2022,2,150,OVER,WEST,F,OVER,4.45,192.24,0.9595,22.79088,519.4242112,NA,NA,NA,0.9,281.0299944,5.638461405,3.484867239
2512,213,5,2022,3,150,OVER,WEST,F,OVER,6.64,286.848,0.9869,21.41472,458.5902327,NA,NA,NA,0.34,689.056338,6.535323035,4.160290567
2513,214,5,2022,6,150,OVER,WEST,F,OVER,7.28,314.496,0.9369,20.89744,436.7029986,NA,NA,NA,0.531,156.8952567,5.055578428,4.799596179
2514,215,5,2022,3,150,UNDER,WEST,F,FAB,6.15,265.68,0.9287,21.00968,441.4066537,NA,NA,NA,0.452,83.67747023,4.426969768,3.480867867
2515,216,5,2022,2,150,OVER,WEST,F,OVER,2.34,101.088,0.9698,21.78072,474.3997637,NA,NA,NA,0.4,457.1671222,6.125049018,2.9397903
2516,217,5,2022,6,150,UNDER,WEST,F,FAB,6.72,290.304,0.951,21.42448,459.0083433,NA,NA,NA,0.49,221.4295321,5.400104399,2.734424307
2517,218,5,2022,1,150,UNDER,WEST,F,POA,4.02,173.664,0.9851,20.6632,426.9678342,NA,NA,NA,0.4,1002.35347,6.910105984,4.054548833
2518,219,5,2022,1,150,UNDER,WEST,F,FAB,4.16,179.712,0.9711,22.11744,489.1811522,NA,NA,NA,0.3,342.2092769,5.835422471,1.231790715
2519,220,5,2022,3,150,OVER,WEST,F,OVER,2.22,95.904,0.9838,21.48304,461.5210076,NA,NA,NA,0.4,305.5017074,5.721955367,3.694736118
2520,221,5,2022,1,50,UNDER,WEST,F,AST,6.71,289.872,0.9842,19.81896,392.7911755,NA,NA,NA,0.45,843.3860119,6.737424756,5.073688245
2521,222,5,2022,6,50,OVER,WEST,F,OVER,11.22,484.704,0.9837,19.30656,372.743259,NA,NA,NA,0.671,400.5269477,5.992781049,4.540587665
2522,223,5,2022,1,50,UNDER,WEST,F,POA,9.76,421.632,0.9767,20.66808,427.1695309,NA,NA,NA,0.3,183.9325525,5.214569128,4.038220303
2523,224,5,2022,2,50,UNDER,WEST,F,FAB,7.98,344.736,0.9858,21.34152,455.4604759,NA,NA,NA,0.14,73.80984403,4.301492111,3.532530286
2524,225,5,2022,2,50,OVER,WEST,F,OVER,9.83,424.656,0.9846,21.8344,476.7410234,NA,NA,NA,0.5,276.7869151,5.623247951,5.169710771
2525,226,5,2022,1,50,UNDER,WEST,F,POA,8.22,355.104,0.9885,21.7612,473.5498254,NA,NA,NA,0.25,736.4209438,6.60180189,6.853722212
2526,227,5,2022,2,50,UNDER,WEST,F,POA,6.44,278.208,0.9837,21.7124,471.4283138,NA,NA,NA,0.17,808.9479964,6.695734634,5.139021614
2527,228,5,2022,1,50,UNDER,WEST,F,AST,6.58,284.256,0.9847,21.21464,450.0609503,NA,NA,NA,0.15,155.6124653,5.04736872,4.303572843
2528,229,5,2022,5,50,UNDER,WEST,F,POA,7.07,305.424,0.9745,21.16584,447.9927829,NA,NA,NA,0.335,1703.053607,7.440178158,4.618657618
2529,230,5,2022,1,50,UNDER,WEST,F,FAB,4.68,202.176,0.9875,20.92672,437.92761,NA,NA,NA,0.04,99.66302469,4.601794742,3.839515063
2530,231,5,2022,2,50,UNDER,WEST,F,AST,10.2,440.64,0.9866,21.99056,483.5847291,NA,NA,NA,0.78,108.050507,4.682598775,4.365677159
2531,232,5,2022,2,50,OVER,WEST,F,OVER,5.94,256.608,0.9803,22.0784,487.4557466,NA,NA,NA,0.83,195.6750277,5.276455261,4.99230783
2532,233,5,2022,3,50,OVER,WEST,F,OVER,13.83,597.456,0.9873,19.8092,392.4044046,NA,NA,NA,0.66,126.4042917,4.839485434,5.749432958
2533,234,5,2022,6,50,OVER,WEST,F,OVER,6.91,298.512,0.9828,20.43384,417.5418171,NA,NA,NA,0.516,323.066082,5.777856891,6.304101013
2534,235,5,2022,3,50,UNDER,WEST,F,FAB,15.77,681.264,0.9832,20.78032,431.8216993,NA,NA,NA,0.802,213.1407261,5.361952633,4.74731998
2535,236,5,2022,2,50,OVER,WEST,F,OVER,9.72,419.904,0.9902,21.16096,447.7862281,NA,NA,NA,0.47,553.6725065,6.316573368,5.704606731
2536,237,5,2022,6,50,UNDER,WEST,F,FAB,5.55,239.76,0.984,20.28256,411.3822402,NA,NA,NA,0.681,199.4247256,5.29543685,3.766092224
2537,238,5,2022,1,50,UNDER,WEST,F,POA,5.67,244.944,0.9816,20.12152,404.8755671,NA,NA,NA,0.1,736.2235913,6.601533865,5.07043907
2538,239,5,2022,1,50,UNDER,WEST,F,FAB,6.207,268.1424,0.999878,21.21952,450.268029,NA,NA,NA,0.8,101.9325787,4.624311602,3.418277005
2539,240,5,2022,3,50,OVER,WEST,F,OVER,5.57,240.624,0.9688,21.01944,441.8168579,NA,NA,NA,0.501,237.1190578,5.468562369,3.622308796
2540,41,6,2022,1,150,UNDER,EAST,B,POA,6.09637,263.363184,0.974348,9.4148,88.63845904,NA,NA,NA,1,492.3945477,6.199280321,5.416950076
2541,42,6,2022,2,150,OVER,EAST,B,OVER,9.4,406.08,0.9991,9.12688,83.29993853,NA,NA,NA,1.25,381.5811054,5.944323424,3.560729236
2542,43,6,2022,1,150,UNDER,EAST,B,FAB,13.21,570.672,0.9457,8.32656,69.33160143,NA,NA,NA,0.35,296.324815,5.691456201,4.009510005
2543,44,6,2022,3,150,OVER,EAST,B,OVER,7.06,304.992,0.9851,9.01464,81.26373433,NA,NA,NA,1.22,339.0516365,5.826152416,4.019007385
2544,45,6,2022,1,150,UNDER,EAST,B,AST,10.32,445.824,0.9977,9.07808,82.41153649,NA,NA,NA,1.1,1016.858881,6.924473626,4.334819226
2545,46,6,2022,6,150,OVER,EAST,B,OVER,28.18,1217.376,0.9718,8.78528,77.18114468,NA,NA,NA,0.255,166.7628829,5.116572941,4.824083962
2546,47,6,2022,1,150,UNDER,EAST,B,POA,4.72,203.904,0.9844,8.30704,69.00691356,NA,NA,NA,0.2,239.7833168,5.479735669,3.668347336
2547,48,6,2022,6,150,UNDER,EAST,B,AST,12.3,531.36,0.9953,9.31232,86.71930378,NA,NA,NA,1.59,757.5376639,6.630073257,5.332016527
2548,49,6,2022,2,150,OVER,EAST,B,OVER,14.23,614.736,0.9796,9.22936,85.18108601,NA,NA,NA,0.65,522.984189,6.259551232,4.884978262
2549,50,6,2022,1,150,UNDER,EAST,B,AST,20.1,868.32,0.9538,9.33184,87.08323779,NA,NA,NA,1.1,342.1106006,5.835134078,3.898620646
2550,51,6,2022,2,150,UNDER,EAST,B,AST,7.82,337.824,0.9884,8.65352,74.88340839,NA,NA,NA,0.11,192.2213585,5.258647617,3.207214346
2551,52,6,2022,3,150,OVER,EAST,B,OVER,5.59,241.488,0.9677,9.31232,86.71930378,NA,NA,NA,0.13,246.1972739,5.506133141,4.172184965
2552,53,6,2022,1,150,UNDER,EAST,B,POA,11.47,495.504,0.9979,11.34728,128.7607634,NA,NA,NA,0.15,265.439145,5.581385605,4.177003036
2553,55,6,2022,3,150,UNDER,EAST,B,AST,16.049999,693.3599568,0.951,10.71288,114.7657979,NA,NA,NA,1.085,316.652125,5.757803774,4.070180785
2554,56,6,2022,1,150,UNDER,EAST,B,FAB,10.24,442.368,0.9497,9.69296,93.95347356,NA,NA,NA,0.35,395.4944584,5.980136775,4.289917192
2555,57,6,2022,5,150,UNDER,EAST,B,POA,12.85,555.12,0.9823,12.20616,148.9903419,NA,NA,NA,1.165,1168.326943,7.063328041,4.719146641
2556,58,6,2022,2,150,UNDER,EAST,B,FAB,6.1,263.52,0.9972,12.8796,165.8840962,NA,NA,NA,1.15,884.4353369,6.784949404,2.825332939
2557,59,6,2022,3,150,UNDER,EAST,B,POA,12.73,549.936,0.9808,12.30376,151.3825101,NA,NA,NA,0.39,264.1563536,5.576541176,4.072310691
2558,60,6,2022,6,150,OVER,EAST,B,OVER,11.68,504.576,0.9563,12.83568,164.7546811,NA,NA,NA,1.21,518.4450809,6.250834103,5.018245244
2559,61,6,2022,1,50,UNDER,EAST,B,POA,20.17,871.344,0.9672,16.86656,284.4808462,NA,NA,NA,0.85,369.5426015,5.912266029,4.959411542
